AuthorID,Author,Date,Content,Attachments,Reactions
"472133643708530689","dolivent","2024-01-21T14:32:24.3290000+08:00","- I still need to work on last weeks lessons 2 & 3. I will trim down on exposure after ay 3-5. I will also be more robust in my scenerio planning. E.g NVDA and SMCI are in my port. they are both 3 and 5 ADR away from the 10ma, which warrants sells. If they go down, i will be giving quite a bit back. On the other hand, they are crazy strong leaders of leaders. Never the less they are 101.5% and 36.8% which are likely oversized (especially NVDA)","",""
"472133643708530689","dolivent","2024-01-27T17:12:03.5220000+08:00",".












.","",""
"472133643708530689","dolivent","2024-01-27T17:15:47.8950000+08:00","__**Week 4 **__ week of 22/1/2024 (-62,247)","",""
"472133643708530689","dolivent","2024-01-27T17:25:04.6320000+08:00","1. Monday 22nd https://discord.com/channels/1059089071932190750/1194501783486222337/1198866913787387995. The day after we broke out into new highs and day 3. SA was, normally would be extended, but because it was a big breakout into large base, could get more extended. After a weekend study, it showed that the market at least goes up another 1-2 weeks before making any sort of correction. breadth at 50 so could go either way. 

- SNOW TDW PHUN WEAV MNDY ASO  GEO DWAC AXSM held their breakouts, but none went straight up. 
- Breadth was strong in the morning
- Trades were NAIL AFRM PLTR **DWAC** DPST. Losses contained at -4481. I identified DWAC as a mistake and closed it out at b/e. the mistake was identifying a false mistake. Overall, this is a find loss 0.5% of account on gap up and strong breadth","",""
"472133643708530689","dolivent","2024-01-27T17:30:41.6560000+08:00","2. Tusday 23rd https://discord.com/channels/1059089071932190750/1194501783486222337/1199243114615939163 All week, strength in few leaders and largecaps. IWM challenged by rates TMV. Prior day had strong moves, but bredth was only 417 rather than 800+. 

- Best movers were RVSN (EP contract) SNOW and China names after stimulous was released. Best names were beated down names like BABA NTES while RS names like TAL and EDU filled the gap sharply. UEC had an entry off the 10ma bounce. This came back on day 3
- Continued strength in breadth was not seen. Buying and selling were matched at open
- No trades for me on this day","",""
"472133643708530689","dolivent","2024-01-27T17:41:38.8180000+08:00","3. Wednesday 24th https://discord.com/channels/1059089071932190750/1194501783486222337/1199605402216710144 small caps and growth failed to follow through with rates weighing on them. Megas continue to be strong. 

- NFLX was an EP on this day with improved subscriber growth. RYTM broke out mid day with minervinis chat room in on the move. 
- ❌  I made a mistake this day trying ZIM on large size with tight stops 4 times costing -11,641.  Other losses on the day were -10,837. After making the ZIM mistake, I chose to close out RYTM and NFLX on market weakness instead of trailing some. The ZIM mistake compounded
- DDOG sold off hard which was a shot across the bow 🚩","",""
"472133643708530689","dolivent","2024-01-27T17:42:21.8630000+08:00","- Breadth was bad on this day with buying/selling equally matched, but then selling taking over","",""
"472133643708530689","dolivent","2024-01-27T17:44:55.9200000+08:00","4. Thursday 25th https://discord.com/channels/1059089071932190750/1194501783486222337/1199929253995753492 like previous days, caution was the SA with EPs in play and breakout cautious. Megas strong, smalls weak TMV. We got some warning shots with DDOG, SNOW squat and NAIL failed breakout. Biotech watchlist held up fine. TSLA had bad earnings. A few red flags piling up 🚩 🚩 🚩","",""
"472133643708530689","dolivent","2024-01-27T17:47:47.9200000+08:00","- I tried AMSC EP which had a big beat. Stopped when it broke LOD and then reclaimed VWAP and never looked back (need to investigate why i wasnt able to get a full size position). Tricky entry. Other EPs were AAL, URI and IBM. IBM was the right sector and right news and it was playable. 
- EPs have been quite illiquid even though they trade large volume. this shouldnt be something to be put off by going forward","",""
"472133643708530689","dolivent","2024-01-27T17:49:21.1860000+08:00","- In pre market, i said that this was a time to do less and hold onto profits to compound on going forward. 
> it is the perfect time to reference this image. If i literally just stop now and come back after a correction, I will be in an awesome place. The area under my PNL line will have grown despite doing NOTHING","",""
"472133643708530689","dolivent","2024-01-27T17:49:37.7110000+08:00","- little did i know i would fuck up so badly the next day","",""
"472133643708530689","dolivent","2024-01-27T17:52:20.4500000+08:00","5. Friday https://discord.com/channels/1059089071932190750/1194501783486222337/1200386885520986112 more red flags in pre market. KLAC and INTC semis names gapped down 🚩","",""
"472133643708530689","dolivent","2024-01-27T17:57:03.2100000+08:00","- 2 good EPs APPF with profitability beat ORH entry. CRBP i have tagged as glp-1 but had cancer news EP entry was tricky but went up 115% in the day. 
- I traded Z ARDX, TNA LABU (9x, -16,899) and LABD (8x, -16,4087). The main issue is the repeated attempts in LABU and LABD. the other losses are acceptable. The main issue is that XBI and IWM were in range and there was no trade triggered. These were anticipation in range.","",""
"472133643708530689","dolivent","2024-01-27T19:14:59.9990000+08:00","Best Swing opportunities this week:
- Monday 22 : (bo: AXSM BIMI MNDY WEAV PHUN DWAC TDW SNOW )
- Tuesday 23: EPs: RVSN (bo: SNOW)
- Wednesday 24: EPs: ASML NFLX (BO: OSCR, CCTG Hourly bo, MREO bo) (KURA not an EP due to news. offering)
- Thursday 25: EPs: AAL URI VERA IBM (BO: UBER bo, STNE bo, RVSN 3m bo)
- Friday 26: EPs: CRPB APPF (TBD: ABNB bo)

Summary:
- This week was okay, until Thursday where it turned very unprofessional. Key mistake: anticipating breakouts. 
- Losses lead to twisted reasoning like cutting off winners to ""pay"" for the losers (net realised pnl for day) like NFLX.
- This also leads to tunnel vision, revenge trading and not focusing on the right opportunities like APPV and CRBP. 
- Returns YTD so far are:","",""
"472133643708530689","dolivent","2024-01-27T19:15:00.8620000+08:00","1.  Week 1:  -1.1% ytd
2. Week 2:  +6.44% ytd
3. Week 3: +21.68% ytd
4. Week 4: +14.95% ytd","",""
"472133643708530689","dolivent","2024-01-27T19:18:12.7280000+08:00","- in terms of bobble head, things looks much worse than the pnl trend. I would say consistency was solid and then i took a big nose dive in the last 2 days. This will show in pnl since the opportunity cost of missing a few EPs compounds pure losses from overtrading.","",""
"472133643708530689","dolivent","2024-01-27T19:18:50.3630000+08:00","- Going forward, I need to just regain focus. theres not much I can do but just continue unaffected by the last 2 days. Theres still the big majority of the year left.","",""
"472133643708530689","dolivent","2024-01-27T19:55:47.2380000+08:00","**Major mistakes thus far this year**
1. not selling into strength when oversized or on margin (and in general)
2. not following SA (discipline)

derivatives of mistake 2 are:
2a. using bull market tactics like anticipation and oversizing when SA is chop
2b. tunnel vision on revenge trading instead of focusing on the main opportunities (EPs instead of BOs)
2c. selling profitable positions early and cutting off upside to ""finance"" overtrading losses.","",""
"472133643708530689","dolivent","2024-01-27T19:56:27.0690000+08:00","**Gameplan for next week**","",""
"472133643708530689","dolivent","2024-01-27T19:56:58.3270000+08:00","- Good news is that i can totally ignore Breakouts next week and focus only on stocks in play ie earnings EPs and trade for the first hour then just leave the screens","",""
"472133643708530689","dolivent","2024-01-31T14:07:35.7880000+08:00","Changed the channel name: d Weekly diary","",""
"472133643708530689","dolivent","2024-01-31T14:32:36.2820000+08:00","too long. keep it short

.












.","",""
"472133643708530689","dolivent","2024-02-04T17:32:06.3980000+08:00","__**Week 5**__ week of 29/1/2024 (-28,085)","",""
"472133643708530689","dolivent","2024-02-04T17:32:12.9520000+08:00","Week 5 review
An event filled week that affected markets. 
- Tuesday , news of lower than expected debt. MSFT GOOG AMD reported with sell off reactions. 
- Wednesday, FOMC caused a volatile reaction going up then selling off sharply. NYBC big sell off after news of trouble after acquiring troubled bank assets last year.  
- Thursday, DPST sold off on NYBC news. During the session, Atlanta fed raised GDP expectation from 3% to 4%. After hours META AMZN reported with wild gap ups. AAPL Gapped down. 
- Friday, market gap up pre market. Then jobs report had strong numbers, cooling off the gap. Yet AI infra names went up a lot on AMZN comments on upgrading their capabilities. Even GOOG and AAPL had strong reclaim candles on volume while AMZN and META held their big gaps. NVDA AMD CRWD had strong continuation breakouts. There’s no arguing with price, it’s a bull market!

What an incredibly frustrating market to trade this week. The overall trend of money into mega caps has not changed, with everything else not really working. The large caps were tested on FOMC day but reclaimed swiftly. 

Best opportunities this week
- NXT UEC AFRM short, PTON short 
- SNOW MNDY
- FATE EYPT 
- FUBO ELF MDB
- Not sure if these will follow through. 
- Opportunity set much worse then 2 weeks ago 

My own trading 
- it is no surprise that for the entire week, my strategy was to not take breakouts and only take EPs, it I struggled to adhere to that plan.
- A large takeaway is ofcourse to be very careful around major economic and reporting events. My previous objective was to not wait for strong EPs before taking subsequent ones. I have done this but perhaps gone too far. Be cautious of other external events. 
- The opportunity set wasn’t really there this week so there’s not much to gain from review of winners.","",""
"472133643708530689","dolivent","2024-02-10T10:47:24.2330000+08:00",".












.","",""
"472133643708530689","dolivent","2024-02-10T10:47:25.4000000+08:00","__**Week 6**__ week of 5/2/2024 (+231,860)","",""
"472133643708530689","dolivent","2024-02-10T11:06:26.3880000+08:00","**Week in review:**
After a very challenging week for traders last week, mid week we started seeing signs of strength under the hood. On Thursday and Friday, I went to bed to a weak market, and woke up to a strong one (closed strong). 
- __Monday__ 5/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1204076083478143017 weak market in morning except for PHUN and DWAC breakouts. Closed strong again despite quite market overall (3rd day)
- __Tuesday __6/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1204430179993124895 EPs continue to work with GEHC. ALT breakout and PLTR EP. Very strong day with strong breadth at the open and new lows tapering off while highs pushed on. First time in a while that things continued to show strength after first hour with new high alerts going off. 
- __Wednesday  __7/2/2024  https://discord.com/channels/1059089071932190750/1194501783486222337/1204799318448414781 BTC beautiful setup and making an anticipation move. CLSK had a day 2 intraday continuation pattern and scale in as it works. COHR day 2 EP entry as EPs become ""obvious"" and shakeout eager buyers
- __Thursday  __8/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1205099266197028874  ARM EP, VKTX to name a few. Worm and Momentum Monitor numbers ""only"" at 300-400 but intraday action on momentum names feels like 800. ""Feels like"" bottom of the barrel names are starting to participate AI RIVN etc
- __Friday __9/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1205428452006568006 Day 4 since DWAC broke out and general market momentum burst. Buyers now overconfident and anticipating a breakout into NET & AFRM earnings which sapped the fuel from the EP.  It is time for Market to cool down a bit, cause some pain for traders buying laggards, then have another mom burst (3-5 days) for next wave","",""
"472133643708530689","dolivent","2024-02-10T11:08:27.2740000+08:00","Overall, we are back in a market where its easier to get a read on the market. EPs have been working, and now breakouts have been participating too. Some frustration for lagard traders makes sense before we have new breakouts","",""
"472133643708530689","dolivent","2024-02-10T12:50:06.8710000+08:00","__Best Opportunities This Week__ (small cap pumpers excluded):
- EP:    BO: **DWAC ** **PHUN**
- EP: GEHC **PLTR  ** BO: CVNA TAL
- EP:    BO: **CLSK**
- EP: **ARM ** **MPWR  **BO: **DRCT ** **PATH ** **FGEN ** **VKTX ** SOXL **MARA ** **MSTR**
- EP: **SPSC   ** BO: VERA XBI (LABU)","",""
"472133643708530689","dolivent","2024-02-10T12:56:41.0240000+08:00","__My own trading__:
After a ""1 step back"" week last week, this week we are back on track. It took about 2 weeks for me to snap out of aggressive behavior, oversizing and anticipating and now I am able to follow the plan (EPs only)

I am seeing the ball well and executing well despite a slip up on Friday. The main things that have been working are focusing on banger EPs and using historical EP performance to gauge how to handle current ones. 

If I had to find areas for improvement, it would likely be being more open minded to breakouts, but my plan was exactly the opposite so it may be fomo speaking. 

Its great to be in a market where you have fomo over missed opps and not have to get lucky to catch big moves!","",""
"472133643708530689","dolivent","2024-02-10T13:01:26.0270000+08:00","__Focus/Goal for the coming week__:
1. Game plan is to focus on EPs until most have past
2. Then take continuations on EPs after 1-2 weeks of consolidation even if they look extended, but pick the most powerful ones only
3. Continue to be very selective. The portfolio is in a great place, don't chase and get to eager and give back gains. Target for the ear is 10% per month which works out to be 200+% so just chill.","",""
"472133643708530689","dolivent","2024-02-18T15:17:42.6960000+08:00",".












.","",""
"472133643708530689","dolivent","2024-02-18T15:17:43.2250000+08:00","__**Week 7**__ week of 12/2/2024 (-36,274)","",""
"472133643708530689","dolivent","2024-02-18T15:17:43.5640000+08:00","Another tricky week with some really strong underlying strengths. It's been 2 weeks since we started seeing afternoon buying come in and great strength under the hood. SMCI finally had a blowoff short o Friday and the leaders had a weak close for the first time in 2 weeks.","",""
"472133643708530689","dolivent","2024-02-18T15:17:44.0280000+08:00","- __Monday __12/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1206591960022777876 BTC made a cont  push through recent highs (49k 11 Jan). ARM cont breakout from EP day (I failed to sell into). Big run in BMR with NVDA partner news. QBTS breakout of long stage 2 base (but was too illiquid to take a meaningful position). SMCI saw its first extended uncertain candle into 800 level. 
- __Tuesday __13/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1207027727765602314 CPI pre-market saw indexes gap down. it was a 900 -4% day. AAOI XBI/ITB gapped down through the b/o lows. day 4 of this mom burst (starting with ARM). These types of p/b test traders' sense of the market cycle &  emphasize the importance of being in leading EP/BO (first to bo) & not chasing laggard b/o on days 2+ of a wave of momentum bursts. Speculative Semi shitcos went RGTI QBTS signaling the start of a potential end-of-cycle run. 
- __Wednesday __14/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1207312374076276786  TRIM and MEDP 2 notable EPs. Duration/magnitude of moves in QQQ between pullbacks shorten. This is leg 4 (cautious). EPs more tricky. Day 1 seems to be tricky, day 2 entries are working better eg HOOD. NFLX UBER BO of EP continuation. LYFT MEDP TRIP EP. Gig Economy these strong. 
- __Thursday __15/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1207694842746896384 AI QBTS strength from earlier in the week continued. SOUN RXRX NNOX pre-market gap as NVDA positions disclosed (SDGR symp). Day 1 continues to be tricky. Day 2 entries working better (NNOX RXRX) . APP JMIA  EP. Despite opportunities, my trading hasn't been working so decided to trim heavily. HOLO Continuation. 
- __Friday __16/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1208064399705776169 PPI pre-market lead to market weakness. TTD EP choppy. SWAV EP. First weak afternoon in 2 weeks.","",""
"472133643708530689","dolivent","2024-02-18T15:17:44.5320000+08:00","__Best Opportunities This Week__ (small cap pumpers excluded):
- EP: **BMR** BO: **ARM** **QBTS**
- EP: JBLU TRIP MEDP  BO: 
- EP:  **LYFT  **BO: QBTS **UBER ** NFLX AMD **CRSP**
- EP: **JMIA ** **APP ** **PLCE ** BO: HOOD **HOLO ** **SDGR** **LUNR**
- EP: BO: **RXRX ** **NNOX  ** SWAV **BMR** **SOUN**","",""
"472133643708530689","dolivent","2024-02-18T15:48:58.6220000+08:00","__My own trading__:
Was an exhausting week with a packed morning schedule leaving little time to prepare and fatigue coming throughout the week (trading from asia timezone). 

This week, the P/L on new trades amounted to about a 3.5% loss of capital. Most of the losses came from EPs (HOOD DWAC NNOX SOUN TTD). If I had taken them Day 2, the success rate would have been higher. 

There was ample opportunity, mainly in shitcos with AI related PR, best ones being BMR QBTS HOLO SDGR LUNR RXRX NNOX  as well as the gig economy theme LYFT (also day 2) and UBER. In past weeks, there was also plenty of opportunity in shitcos, but were not prioritised due to legit co's, but its time to change focus as legit co leaders rest. 

If they standard cycle plays out with shitco fomo taking over after legit co-runs, then we should see big big opportunities going forward.","",""
"472133643708530689","dolivent","2024-02-18T15:50:34.9850000+08:00","__Focus/Goal for the coming week__:
1. Game plan is to focus on EP continuation and good EPs
2. Continue to be very selective. Don't chase and get to eager and give back gains. The target for the year is 10% per month which works out to be 200+%. This month's goal has already been achieved. 
3. Focus on higher r/r spots on pullbacks to key areas and pyramid into positions.","",""
"472133643708530689","dolivent","2024-02-25T13:34:05.4890000+08:00",".












.","",""
"472133643708530689","dolivent","2024-02-25T14:01:05.8030000+08:00","__**Week 8**__ week of 19/2/2024 (-1,189)
This week was pretty straightforward. Last week I got some bad feedback from the market losing about 3.5% of the account on newly opened positions. This coincided with the blowoff top in market leader SMCI. This week was account preservation mode in response. 

Because EPs trade more independently of that market compared to breakouts, they are still worth an attempt using small risk and pyramiding techniques to minimize risk. Alternatively, just skip them. I tried SQ, CVNA, and very small QBTS this week. 

Any big moves should be trimmed heavily into day 1. 

- __Monday __19/2/2024 market closed
- __Tuesday __20/2/2024 Skipped the open to enforce no trading rule. IOVA EP worked. KURA continuation break out failed badly. Oversubed share placements have been working when combined with positive business outcomes.
- __Wednesday __21/2/2024 ⁠https://discord.com/channels/1059089071932190750/1194501783486222337/1209625998522449971⁠  Started looking for bounces off key d/w mas. AMD NVDA SMCI ARM AFRM PLTR XBI ARKW YFANG SPY. other notable breakouts BIRK IOVA (d2 entry)  VTYX EP. WIX EP gap fill PXLW b/o fail.
- __Thursday __22/2/2024 ⁠https://discord.com/channels/1059089071932190750/1194501783486222337/1210237915339300894⁠ Gap up in market from NVDA positive ER. Money rushed into NVDA AMD SMCI CRWD. Other mid caps lagged. ROOT VAX AMLX EP. RXRX B/O continuation. ELF b/o held. MGNX b/o failed. CRSP hourly b/o failed.
- __Friday __23/2/2024 ⁠https://discord.com/channels/1059089071932190750/1194501783486222337/1210506384072908862⁠. We got high volume profit taking in NVDA and SMCI (options hedge unwinding?). CVNA held lows but weak close. SQ rejected stage 1 base resistance (similar to HOOD). HOOD SHAK had EP continuations of short hourly ranges.","",""
"472133643708530689","dolivent","2024-02-25T14:04:11.3470000+08:00","On Thursday, it was pretty easy to get sucked back into the market thinking that major economic and market moving events (NVDA ER) were out of the way. On deeper inspection, It was difficult to pick the stocks that would follow through, and if stock selection wasnt precise, a net negative result was expected https://discord.com/channels/1059089071932190750/1194501783486222337/1210506384072908862 . 

I think this week would have been a net negative or neutral week if I was more active. There were opportunities but would have to focus on small cap EPs and be very aggressive with taking profits on Day 1 and trail small into day 2 if at all.  

Opportunities are clearly less than the previous weeks but that being said, there were opportunities, and worth reviewing","",""
"472133643708530689","dolivent","2024-02-25T14:08:12.1920000+08:00","__Best Opportunities This Week__ :
- EP:  BO: 
- EP: **IOVA**  BO: 
- EP:  **IOVA** **VTYX** BO: BIRK CRWD (m/r)
- EP:  **NVDA** **ROOT ** **NVAX ** **AMLX ** **RXRX ** BO: AMD SMCI  ELF
- EP:  CVNA SQ AXTI BO:","",""
"472133643708530689","dolivent","2024-02-26T22:51:48.0190000+08:00",".












.","",""
"472133643708530689","dolivent","2024-02-26T22:58:16.8580000+08:00","__**Week 9**__ week of 26/2/2024 ()
After 2 weeks of high-dispersion EV setups, this week offered some really great oportunities. Still difficult to navigate and easy to get chopped up if not selective/cautious. No longer a straight-up market, but still aan uptrending market. The best returns have been in super high adr shitcos but the risk is also high with non-linear action more prevalent but old leaders also offering entries like AMD. The market is still sensitive to economic events. 

- __Monday __26/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1211669063596507137 ROTATION After 2 weeks of breakouts/EP not working, strong breadth ORH worked Risk first had me 1/3 sized into Crypto names. Should remember to risk more after period of cope. Its a bull market after all
 - EP:  KRYS LI ALT ZVSA BO: ARM CVNA (d2) BITO **CLSK ** **MARA ** COIN **SOUN ** AMR CLDX BTAI HIMS **RGTI** BBAI
- __Tuesday __27/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1212049174372286494 shitcos running hot. Tail end of a bull run. Only in this market do you feel terrible even when you’re making money!
 - EP: **JANX** HIMS BEAM **BBAI ** **CXAI ** VKTX BO: LYFT UBER JMIA QBTS PLTR NNOX
- __Wednesday __28/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1212413553974185994
 - EP: VIPS BYND BO: **VTYX**
- __Thursday __29/2/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1212735986493292624 Got sucked in today with gap up and economic numbers CPI. Filled the gap. Classic late stage bull run action. AI chop. Miners crushed. past few days, pre market entry for EPs has been the low risk play
 - EP: AI OKTA GDRX VERX **CELH ** BO:  **AMD ** NVDA SMCI **BYND d2**","",""
"472133643708530689","dolivent","2024-03-02T17:13:48.1910000+08:00","- __Friday __1/3/2024 https://discord.com/channels/1059089071932190750/1194501783486222337/1213133711814561802 DELL ER sparked another breadth thrust like AMZN did this season. 
 - EP:  **RDNT**  BO: **SOXL** COHR NVDA MRVL AMKR **WFRD ** **TDW ** **BBAI**

Two main market events this week were economic data CPI and DELL ER on Thur and Fri. As a result, semis strong. Oil too

__Best Opportunities This Week__ :
- EP:  **LI** **KRYS**  **ALT** BO: **MARA ** **CLSK **  **MSTR** **CONL** **BITX** **SOUN** RGTI 
- EP:  BBAI CXAI **BEAM**  BO: **JMIA** ELEV FOUR
- EP: **JANX** **ACMR ** BO: 
- EP:  CELH BO: **AMD**
- EP: TDW **SOXL** BO: WFRD

Semis , ai shitcos, gene editing, crypto, oil, Weight loss, plus random LI CELH JMIA ELEV FOUR CELH. Study the random ones and their sympathies for potential opportunities.","",""
"472133643708530689","dolivent","2024-03-02T19:41:33.5500000+08:00",".












.","",""
